dataset,week,attribute,group,observability,n,share,risk_rate
oulab,6,region,South East Region,eligible_active,1694,0.06413022903653227,0.36363636363636365
oulab,6,region,South Region,eligible_active,2530,0.09577891349611962,0.3632411067193676
oulab,6,region,South West Region,eligible_active,1980,0.07495741056218058,0.3898989898989899
oulab,6,region,Wales,eligible_active,1828,0.06920310429680106,0.48577680525164113
oulab,6,region,West Midlands Region,eligible_active,1989,0.07529812606473595,0.4444444444444444
oulab,6,region,Yorkshire Region,eligible_active,1575,0.059625212947189095,0.4311111111111111
oulab,6,region,East Anglian Region,eligible_silent,63,0.10378912685337727,0.8571428571428571
oulab,6,region,East Midlands Region,eligible_silent,36,0.05930807248764415,0.8611111111111112
oulab,6,region,Ireland,eligible_silent,26,0.042833607907743,1.0
oulab,6,region,London Region,eligible_silent,61,0.10049423393739704,0.8852459016393442
oulab,6,region,North Region,eligible_silent,30,0.04942339373970346,0.9
oulab,6,region,North Western Region,eligible_silent,57,0.09390444810543658,0.8771929824561403
oulab,6,region,Scotland,eligible_silent,73,0.12026359143327842,0.9726027397260274
oulab,6,region,South East Region,eligible_silent,35,0.057660626029654036,0.7714285714285715
oulab,6,region,South Region,eligible_silent,49,0.08072487644151564,0.8163265306122449
oulab,6,region,South West Region,eligible_silent,38,0.06260296540362438,0.868421052631579
oulab,6,region,Wales,eligible_silent,49,0.08072487644151564,0.9591836734693877
oulab,6,region,West Midlands Region,eligible_silent,48,0.07907742998352553,0.75
oulab,6,region,Yorkshire Region,eligible_silent,42,0.06919275123558484,0.9047619047619048
oulab,6,highest_education,A Level or Equivalent,eligible_active,11656,0.44126443308726104,0.37568634179821553
oulab,6,highest_education,HE Qualification,eligible_active,4037,0.15282983153511262,0.3423334159028982
oulab,6,highest_education,Lower Than A Level,eligible_active,10200,0.3861442362294151,0.5031372549019608
oulab,6,highest_education,No Formal quals,eligible_active,242,0.009161461290933181,0.5743801652892562
oulab,6,highest_education,Post Graduate Qualification,eligible_active,280,0.010600037857278062,0.2714285714285714
oulab,6,highest_education,A Level or Equivalent,eligible_silent,192,0.3163097199341021,0.8541666666666666
oulab,6,highest_education,HE Qualification,eligible_silent,58,0.09555189456342669,0.9655172413793104
oulab,6,highest_education,Lower Than A Level,eligible_silent,343,0.5650741350906096,0.8775510204081632
oulab,6,highest_education,No Formal quals,eligible_silent,13,0.0214168039538715,1.0
oulab,6,highest_education,Post Graduate Qualification,eligible_silent,1,0.0016474464579901153,0.0
oulab,6,imd_band,0-10%,eligible_active,2505,0.09483248154457695,0.5385229540918164
oulab,6,imd_band,10-20,eligible_active,2688,0.1017603634298694,0.4973958333333333
oulab,6,imd_band,20-30%,eligible_active,2835,0.10732538330494037,0.47901234567901235
oulab,6,imd_band,30-40%,eligible_active,2879,0.10899110353965549,0.4254949635290031
oulab,6,imd_band,40-50%,eligible_active,2597,0.09831535112625402,0.41778975741239893
oulab,6,imd_band,50-60%,eligible_active,2591,0.09808820745788378,0.41451177151678886
oulab,6,imd_band,60-70%,eligible_active,2416,0.09146318379708498,0.3795529801324503
oulab,6,imd_band,70-80%,eligible_active,2428,0.09191747113382548,0.392504118616145
oulab,6,imd_band,80-90%,eligible_active,2298,0.08699602498580353,0.35422106179286333
oulab,6,imd_band,90-100%,eligible_active,2174,0.08230172250615181,0.3311867525298988
oulab,6,imd_band,nan,eligible_active,1004,0.038008707173954194,0.2749003984063745
oulab,6,imd_band,0-10%,eligible_silent,99,0.1630971993410214,0.9292929292929293
oulab,6,imd_band,10-20,eligible_silent,90,0.14827018121911037,0.9222222222222223
oulab,6,imd_band,20-30%,eligible_silent,87,0.14332784184514002,0.8735632183908046
oulab,6,imd_band,30-40%,eligible_silent,61,0.10049423393739704,0.9180327868852459
oulab,6,imd_band,40-50%,eligible_silent,58,0.09555189456342669,0.9137931034482759
oulab,6,imd_band,50-60%,eligible_silent,45,0.07413509060955518,0.8444444444444444
oulab,6,imd_band,60-70%,eligible_silent,53,0.08731466227347612,0.8301886792452831
oulab,6,imd_band,70-80%,eligible_silent,42,0.06919275123558484,0.8095238095238095
oulab,6,imd_band,80-90%,eligible_silent,37,0.060955518945634266,0.7837837837837838
oulab,6,imd_band,90-100%,eligible_silent,26,0.042833607907743,0.8076923076923077
oulab,6,imd_band,nan,eligible_silent,9,0.014827018121911038,0.8888888888888888
oulab,6,age_band,0-35,eligible_active,18403,0.6966874881696006,0.44096071292724015
oulab,6,age_band,35-55,eligible_active,7823,0.2961574862767367,0.3754314201712898
oulab,6,age_band,55<=,eligible_active,189,0.007155025553662692,0.2962962962962963
oulab,6,age_band,0-35,eligible_silent,409,0.6738056013179572,0.8997555012224939
oulab,6,age_band,35-55,eligible_silent,197,0.3245469522240527,0.8375634517766497
oulab,6,age_band,55<=,eligible_silent,1,0.0016474464579901153,1.0
oulab,6,disability,N,eligible_active,23930,0.9059246640166572,0.4104889260342666
oulab,6,disability,Y,eligible_active,2485,0.09407533598334279,0.5171026156941649
oulab,6,disability,N,eligible_silent,546,0.899505766062603,0.8772893772893773
oulab,6,disability,Y,eligible_silent,61,0.10049423393739704,0.9016393442622951
oulab,8,gender,F,eligible_active,11651,0.44830505213744276,0.3911252253025491
oulab,8,gender,M,eligible_active,14338,0.5516949478625572,0.42509415539126794
oulab,8,gender,F,eligible_silent,300,0.5617977528089888,0.8866666666666667
oulab,8,gender,M,eligible_silent,234,0.43820224719101125,0.9529914529914529
oulab,8,region,East Anglian Region,eligible_active,2650,0.10196621647620147,0.3849056603773585
oulab,8,region,East Midlands Region,eligible_active,1821,0.0700681057370426,0.40801757276221856
oulab,8,region,Ireland,eligible_active,1046,0.04024779714494594,0.37858508604206503
oulab,8,region,London Region,eligible_active,2442,0.0939628304282581,0.44348894348894347
oulab,8,region,North Region,eligible_active,1456,0.056023702335603526,0.3695054945054945
oulab,8,region,North Western Region,eligible_active,2170,0.08349686405787064,0.4645161290322581
oulab,8,region,Scotland,eligible_active,2992,0.11512563007426219,0.4364973262032086
oulab,8,region,South East Region,eligible_active,1672,0.06433491092385239,0.3522727272727273
oulab,8,region,South Region,eligible_active,2490,0.0958097656700912,0.3522088353413655
oulab,8,region,South West Region,eligible_active,1957,0.07530108892223633,0.3822176801226367
oulab,8,region,Wales,eligible_active,1797,0.06914463811612605,0.4763494713411241
oulab,8,region,West Midlands Region,eligible_active,1960,0.0754165223748509,0.4331632653061224
oulab,8,region,Yorkshire Region,eligible_active,1536,0.05910192773865866,0.416015625
oulab,8,region,East Anglian Region,eligible_silent,59,0.1104868913857678,0.8983050847457628
oulab,8,region,East Midlands Region,eligible_silent,29,0.054307116104868915,0.896551724137931
oulab,8,region,Ireland,eligible_silent,24,0.0449438202247191,1.0
oulab,8,region,London Region,eligible_silent,52,0.09737827715355805,0.9423076923076923
oulab,8,region,North Region,eligible_silent,25,0.04681647940074907,0.92
oulab,8,region,North Western Region,eligible_silent,53,0.09925093632958802,0.8867924528301887
oulab,8,region,Scotland,eligible_silent,68,0.12734082397003746,0.9852941176470589
oulab,8,region,South East Region,eligible_silent,28,0.052434456928838954,0.8928571428571429
oulab,8,region,South Region,eligible_silent,38,0.07116104868913857,0.8157894736842105
oulab,8,region,South West Region,eligible_silent,35,0.06554307116104868,0.8857142857142857
oulab,8,region,Wales,eligible_silent,45,0.08426966292134831,0.9777777777777777
oulab,8,region,West Midlands Region,eligible_silent,40,0.0749063670411985,0.85
oulab,8,region,Yorkshire Region,eligible_silent,38,0.07116104868913857,0.9210526315789473
oulab,8,highest_education,A Level or Equivalent,eligible_active,11498,0.4424179460540998,0.36632457818751085
oulab,8,highest_education,HE Qualification,eligible_active,3982,0.15321866943706952,0.3332496233048719
oulab,8,highest_education,Lower Than A Level,eligible_active,9999,0.38473969756435417,0.49114911491149116
oulab,8,highest_education,No Formal quals,eligible_active,233,0.008965331486398092,0.5579399141630901
oulab,8,highest_education,Post Graduate Qualification,eligible_active,277,0.010658355458078419,0.259927797833935
oulab,8,highest_education,A Level or Equivalent,eligible_silent,168,0.3146067415730337,0.8869047619047619
oulab,8,highest_education,HE Qualification,eligible_silent,49,0.09176029962546817,0.9591836734693877
oulab,8,highest_education,Lower Than A Level,eligible_silent,304,0.5692883895131086,0.9210526315789473
oulab,8,highest_education,No Formal quals,eligible_silent,13,0.024344569288389514,1.0
oulab,8,imd_band,0-10%,eligible_active,2458,0.09457847550886914,0.5284784377542717
oulab,8,imd_band,10-20,eligible_active,2644,0.10173534957097233,0.48789712556732223
oulab,8,imd_band,20-30%,eligible_active,2783,0.10708376620878064,0.468199784405318
oulab,8,imd_band,30-40%,eligible_active,2827,0.10877679018046096,0.41422002122391227
oulab,8,imd_band,40-50%,eligible_active,2560,0.09850321289776444,0.408984375
oulab,8,imd_band,50-60%,eligible_active,2554,0.0982723459925353,0.4048551292090838
oulab,8,imd_band,60-70%,eligible_active,2372,0.09126938320058486,0.3663575042158516
oulab,8,imd_band,70-80%,eligible_active,2386,0.09180807264611951,0.37929589270746017
oulab,8,imd_band,80-90%,eligible_active,2268,0.08726769017661318,0.3439153439153439
oulab,8,imd_band,90-100%,eligible_active,2145,0.0825349186194159,0.32214452214452216
oulab,8,imd_band,nan,eligible_active,992,0.03816999499788372,0.2651209677419355
oulab,8,imd_band,0-10%,eligible_silent,91,0.1704119850187266,0.9560439560439561
oulab,8,imd_band,10-20,eligible_silent,82,0.15355805243445692,0.9512195121951219
oulab,8,imd_band,20-30%,eligible_silent,78,0.14606741573033707,0.8974358974358975
oulab,8,imd_band,30-40%,eligible_silent,56,0.10486891385767791,0.9285714285714286
oulab,8,imd_band,40-50%,eligible_silent,52,0.09737827715355805,0.9230769230769231
oulab,8,imd_band,50-60%,eligible_silent,36,0.06741573033707865,0.8888888888888888
oulab,8,imd_band,60-70%,eligible_silent,48,0.0898876404494382,0.8958333333333334
oulab,8,imd_band,70-80%,eligible_silent,33,0.06179775280898876,0.9393939393939394
oulab,8,imd_band,80-90%,eligible_silent,30,0.056179775280898875,0.8333333333333334
oulab,8,imd_band,90-100%,eligible_silent,21,0.03932584269662921,0.7619047619047619
oulab,8,imd_band,nan,eligible_silent,7,0.013108614232209739,1.0
oulab,8,age_band,0-35,eligible_active,18085,0.6958713301781523,0.4303013547138513
oulab,8,age_band,35-55,eligible_active,7720,0.2970487513948209,0.36515544041450776
oulab,8,age_band,55<=,eligible_active,184,0.0070799184270268194,0.27717391304347827
oulab,8,age_band,0-35,eligible_silent,370,0.6928838951310862,0.927027027027027
oulab,8,age_band,35-55,eligible_silent,163,0.3052434456928839,0.8895705521472392
oulab,8,age_band,55<=,eligible_silent,1,0.0018726591760299626,1.0
oulab,8,disability,N,eligible_active,23557,0.9064219477471238,0.399966039818313
oulab,8,disability,Y,eligible_active,2432,0.09357805225287621,0.5057565789473685
oulab,8,disability,N,eligible_silent,483,0.9044943820224719,0.9151138716356108
oulab,8,disability,Y,eligible_silent,51,0.09550561797752809,0.9215686274509803
oulab,10,gender,F,eligible_active,11549,0.45048172563092403,0.38315005628192916
oulab,10,gender,M,eligible_active,14088,0.549518274369076,0.4142532651902328
oulab,10,gender,F,eligible_silent,239,0.545662100456621,0.9790794979079498
oulab,10,gender,M,eligible_silent,199,0.454337899543379,0.9899497487437185
oulab,10,region,East Anglian Region,eligible_active,2620,0.10219604477903031,0.37595419847328243
oulab,10,region,East Midlands Region,eligible_active,1796,0.07005499863478566,0.3986636971046771
oulab,10,region,Ireland,eligible_active,1031,0.04021531380426727,0.36954413191076624
oulab,10,region,London Region,eligible_active,2413,0.09412177711900768,0.43555739743058436
oulab,10,region,North Region,eligible_active,1430,0.05577875726489059,0.35664335664335667
oulab,10,region,North Western Region,eligible_active,2144,0.08362912977337442,0.4552238805970149
oulab,10,region,Scotland,eligible_active,2935,0.11448297382689082,0.4252129471890971
oulab,10,region,South East Region,eligible_active,1660,0.06475016577602684,0.3457831325301205
oulab,10,region,South Region,eligible_active,2461,0.09599407106915786,0.3425436814303129
oulab,10,region,South West Region,eligible_active,1925,0.07508678862581425,0.36987012987012985
oulab,10,region,Wales,eligible_active,1769,0.06900183328782619,0.46749576031656304
oulab,10,region,West Midlands Region,eligible_active,1943,0.07578889885712056,0.42563046834791557
oulab,10,region,Yorkshire Region,eligible_active,1510,0.05889924718180754,0.40463576158940395
oulab,10,region,East Anglian Region,eligible_silent,46,0.1050228310502283,0.9782608695652174
oulab,10,region,East Midlands Region,eligible_silent,26,0.0593607305936073,0.9615384615384616
oulab,10,region,Ireland,eligible_silent,24,0.0547945205479452,1.0
oulab,10,region,London Region,eligible_silent,40,0.091324200913242,1.0
oulab,10,region,North Region,eligible_silent,19,0.04337899543378995,1.0
oulab,10,region,North Western Region,eligible_silent,41,0.09360730593607305,1.0
oulab,10,region,Scotland,eligible_silent,65,0.14840182648401826,1.0
oulab,10,region,South East Region,eligible_silent,21,0.04794520547945205,0.9523809523809523
oulab,10,region,South Region,eligible_silent,31,0.07077625570776255,0.9354838709677419
oulab,10,region,South West Region,eligible_silent,24,0.0547945205479452,1.0
oulab,10,region,Wales,eligible_silent,42,0.0958904109589041,1.0
oulab,10,region,West Midlands Region,eligible_silent,30,0.0684931506849315,0.9666666666666667
oulab,10,region,Yorkshire Region,eligible_silent,29,0.06621004566210045,0.9655172413793104
oulab,10,highest_education,A Level or Equivalent,eligible_active,11360,0.44310956820220776,0.3571302816901408
oulab,10,highest_education,HE Qualification,eligible_active,3916,0.152747981433085,0.32175689479060265
oulab,10,highest_education,Lower Than A Level,eligible_active,9859,0.38456137613605335,0.4817932853230551
oulab,10,highest_education,No Formal quals,eligible_active,228,0.008893396263213324,0.5482456140350878
oulab,10,highest_education,Post Graduate Qualification,eligible_active,274,0.010687677965440574,0.2518248175182482
oulab,10,highest_education,A Level or Equivalent,eligible_silent,128,0.2922374429223744,0.9765625
oulab,10,highest_education,HE Qualification,eligible_silent,43,0.09817351598173515,0.9767441860465116
oulab,10,highest_education,Lower Than A Level,eligible_silent,256,0.5844748858447488,0.98828125
oulab,10,highest_education,No Formal quals,eligible_silent,11,0.02511415525114155,1.0
oulab,10,imd_band,0-10%,eligible_active,2414,0.09416078324296914,0.5186412593206297
oulab,10,imd_band,10-20,eligible_active,2597,0.10129890392791668,0.47747400847131305
oulab,10,imd_band,20-30%,eligible_active,2738,0.10679876740648282,0.4565376186997809
oulab,10,imd_band,30-40%,eligible_active,2787,0.10871006748059445,0.40437746681019016
oulab,10,imd_band,40-50%,eligible_active,2518,0.0982174201349612,0.397934868943606
oulab,10,imd_band,50-60%,eligible_active,2519,0.09825642625892266,0.3953949980150854
oulab,10,imd_band,60-70%,eligible_active,2354,0.09182041580528143,0.3598130841121495
oulab,10,imd_band,70-80%,eligible_active,2363,0.09217147092093458,0.37240795598815063
oulab,10,imd_band,80-90%,eligible_active,2241,0.08741272379763623,0.33422579205711733
oulab,10,imd_band,90-100%,eligible_active,2127,0.08296602566602956,0.3140573577809121
oulab,10,imd_band,nan,eligible_active,979,0.03818699535827125,0.2553626149131767
